,Movie,ReviewUrl,ReviewDate,ReviewTitle,Review,Rating,Language,cluster
37,Rocky,http:/review/rw0149529/?ref_=tt_urv,1999-05-16,I loved this movie!,"Rocky (played by Sylvester Stallone)is a down on his luck boxer. His main job though is collecting money for a lone shark named Tony Gazzo. He lives in a rundown apartment, and is secretly is in love with his friend Paulie's (Burt Young) sister Adrian(Talia Shire). He is like her. On the outside they look like nobodies. But when you look closer at the both of them they are people, that if someone believed in them, would succeed in life. Rocky's luck changes when the Heavyweight Champion of the World Apollo Creed(Carl Weathers) needs an opponent for a title match. Apollo picks him and believes he will definitely win the match, so he doesn't train hard. This movie will remind you of the tortoise and the hare. A trainer at Rocky's gym, Mickey(Burgess Merideth) takes it upon himself to train Rocky. The movie produces one of the most grueling and realistic training scenes ever.",10,English,1
38,Rocky,http:/review/rw0149533/?ref_=tt_urv,1999-07-07,A great movie that proves dreams come true,"What can be said about Rocky that hasn't already been said.  It is uplifing, well made, well directed, well acted, well scored and well, it is "" well "" everything.  This is the movie that started one of the greatest heroes and greatest careers in the history of Hollywood.  And it proves that in life and on the screen if you want something bad enough, you have to go out and take it, because no one is going to give it to you.  To tell you what this film is about and then give a small critique is rather pointless.  We all know about Rocky.  And my review is not going to do anything to enhance your like or dislike of the film.  By now, you either like the character or you don't.  You like Stallone or you don't.  So judge for yourself if this film is good or not.  I personally think it is great.  But for me this was much more than a film.  This is much more than a metaphor about life.  To me, this is a Bible for anyone who has a dream.

Stallone put his life on the line to get this movie made.  He believed in himself and he believed in what he had to say.  He was offered a huge amount of money to sell the film and let someone else play Rocky.  He held out and told them that he wanted the title role and even though at the time his wife was pregnant, they had very little money and he was hanging by a thread, he took that stand.  And the rest is history.  Could you imagine anyone else in that role now?  Does anyone really fit the mold that Stallone made for us? No.  And this film inspires me to be more than I am.  It inspires the dreamer in all of us to go for what we want and damn the consequences.  If I ever meet Stallone one day, I will personally thank him for making this film.  It changed my life forever and gave me hope to make my dream come true.  Rocky didn't stop until his dream came true and neither did Stallone. Why should I?  Why should anyone?",10,English,1
39,Rocky,http:/review/rw3744202/?ref_=tt_urv,2017-07-02,Rocky,"one of my favorite movies. never give up.. always keep moving and always stay positive. I still got the music in my head lol

i can watch this over and over.

My favorite part is running up the stairs.

I couldn't run before like that but now ill take it on.",10,English,1
40,Rocky,http:/review/rw3151459/?ref_=tt_urv,2014-12-29,The best movie of all time,"avoid the review ""i have no idea why this is called a classic. Author: Nic Feinholz"" this is a deuce-bag who's review is just from a perspective from a lousy film student. Rock was a 1976 motion picture starring and written by Sylvester Stallone who is a great actor, but does not always choose the best movies. The story is about a boxer named Rocky Balboa who is a man of heart but when he is in the ring, he is a ferocious gorilla. Rocky is given a one-shot opportunity for the world title by the champion himself Apollo Creed. Now with a chance of a life time, Rocky needs help from former boxer and trainer Mickey and the support of his girlfriend Adrian to rise up to the challenge and take the guts and glory. The film is a masterpiece as it has a very realistic feel to it, the acting is great, and the music is legendary as it makes the famous scene of Rocky running the steps seem even more epic, the movie is a definite must watch.",10,English,3
41,Rocky,http:/review/rw1551754/?ref_=tt_urv,2006-12-22,"In all honesty, one of the best movies of all time.","I'm not going to attempt to explain how much i love this film. I may honestly be the biggest Rocky fan there is. I don't have a room filled with posters and Rocky coffee mugs. I don't know Stallone's shoe size or any stuff like that. But that's not what a true fan is. A true fan is someone who appreciates the movie more than most do. Every time i watch this film i'm reminded of just how much it means to me. By far, it's my favorite movie.

What people have to say about Rocky have become clichéd statements. Not because they are, but because when dealing with a movie like this, that's really the only way you can sound. And to me, that makes it all the more impressive. When all you can say about a movie is who inspirational it is. Or how it truly grasps the human spirit, that shows how great of a film it is. 

Rocky is so much more than a fighting movie. It doesn't do justice to it to even call it that. It's a movie that so beautifully defines the human spirit, that it's overwhelming to watch. It does what so many B movies tried to do and it does it without being corny or over preachy. It's an unfathomable movie which really should be recognized as a statute in film history.

A lot of people poke fun at Stallone's acting carrier, but in this movie it's unlike anything i've ever seen. And i've seen a lot. Stallone was nominated for best actor and best screenplay and there's no doubt in my mind he was cheated out of a much deserved Oscar. His performance is so real and indescribably touching that it's hard to imagine there's a camera in front of him. The rest of the cast is also great. More than great. Burt Young, Tila Shire, and Burgess Merideth were all nominated for Oscars and in my opinion they all clearly deserved to win. Well, between Merideth and Young, i'd have to give it to Merideth, but it's very close. 

I'm fully aware of how cliché it sounds, but Rocky is a movie which captures the human spirit. It inspires you to keep moving ahead. Against all odds, in your darkest moments of despair you have to pull yourself together and keep going. We all have a chance in this life to do what we aspire to and no matter how large or small that chance may be, it exists. And it's worth fighting for. 

That's what Rocky embodies, and it does so beyond all expectations.",10,English,1
42,Rocky,http:/review/rw0149539/?ref_=tt_urv,1999-12-09,one of the greatest movies of our time,"Well....there's so much to say about this fantastic movie I don't know where to start. First of all, it was the start of one of the best (if not the best) film series of our time. If if wasn't for Rocky, Mr. T would never had been such a star as he was. Rocky was a simply brilliant movie, and I think I have to credit the music from Rocky for getting me off of the couch and making me run and punch.",10,English,1
43,Rocky,http:/review/rw1977033/?ref_=tt_urv,2008-11-17,Rocky Is A Movie For All-Ages!!!!!!!!!!!!!!!!!,"Thirty-two years ago a character legend named Rocky Balboa was born. A man on his 29th birthday received $200 dollars if I can remember. He spent half on his birthday needs and wants, and he took the rest to see a fight between Wepner and Ali. That man was Sylvester Stallone. That night he went home and wrote the story of his own life, although some sites will tell you otherwise he really based it off his own life. He had taken his picture down to agencies and people turned him down. One time he even erupted throwing furniture around the room because he didn't get the fight. He had had previous movies but they were not successful. He said that if Rocky didn't make any money all hope was lost. Nobody wanted Sly to play Rocky. Stars were looked at such as James Caan and Ryan O'Neal. But Rocky said he would play the part or he wouldn't do it at all. What followed was a movie phenomenon. Sylvester never imagined it would go as well as it did. This movie is perfect if you want a good story. I has a story of gentle, sweet, and wonderful love between Rocky and the shy pet shop Adrian. It has the meaning of getting self-respect by competing for the title of the heavy weight champion of the world and lasting the 15 rounds, thereby going the distance. This is a great family film. Other than the hanky-panky between Rocky and Adrian and the bloody images of Rocky, this movie is great for the young ones. So what are you waiting for? It you haven't already seen this movie, rent it or wait to see it on t.v.",10,English,0
44,Rocky,http:/review/rw4483447/?ref_=tt_urv,2018-11-28,"Rocky is a fictive character. Yet, he's got his own statue... What's next, please ?","My Number 1 masterpiece with ""The Godfather"". Period.",10,English,1
45,Rocky,http:/review/rw0149708/?ref_=tt_urv,2004-07-23,Yo Adrian!! This is a classic!!,"Sly Stallones greatest ever film! The sequels may have been more simplistic, forgetting that the boxing part was actually a sub-plot, but they are all enjoyable. This film is the most meaningful though. The relationship between Rocky and Adrian takes centre stage and despite the un-realistic story with respect of the boxing, this is more engaging, this is basically an against the odds movie, not designed for realism but to have elements of realism in it. The script is good and Sly hasn't written anything nearly as good since. What makes this film so successful however are the fantastic performances. Stallone is excellent as Rocky, its a fantastic performance right down to the way Rocky moves and the mannerisms, while Talia Shire is equally good as Adrian. The scenes between Sly and Talia are movie magic. Burgess Meredith is also excellent and there is a fantastic turn form Burt Young as Adrian's abusive brother Paulie. This isn't mindless escapism like the sequels, its pure drama. *****",10,English,1
46,Rocky,http:/review/rw4037767/?ref_=tt_urv,2018-01-19,Amazing!!,This is one of the best films ever. Easy watching and very inspirational.,10,English,3
47,Rocky,http:/review/rw0149565/?ref_=tt_urv,2000-08-15,The greatest movie ever made.,"The best movie of all time.  Period.  Everyone knows the basic plot of Rocky by now, but you must understand the way it is developed.  Stallone spends the first part of the script showing what a nobody Rocky really is.  Then he shows how Apollo Creed is looking for a joke; he doesn't want a boxing match, he wants someone with a funny name to beat up.  He is in for surprise...",10,English,1
48,Rocky,http:/review/rw1998671/?ref_=tt_urv,2008-12-30,More than just a sports or boxing movie. A human triumph of the human spirit an underdog goes the distance!,"1976's best picture winner ""Rocky"" in my opinion is one of the better films ever made it touches your emotions in so many ways it's just not a boxing movie, it's simply a tale of a human spirit triumph. It's also a significant film for the way it was made. Sly Stallone virtually unknown and broke got the inspiration for this when real life and underdog boxer Chuck Wepner had went the distance with the ""Greatest"" Muhammad Ali. Stallone wrote the script on a shoestring budget and it's a real knockout winner and sentimental favorite for many reasons.

Rocky Balboa(Stallone)a fourth rate and tomato can Philadelphia club fighter is a man who's lonely and at 30 even resorts to earning a living as a collector for street thugs on the mean streets of the city of brotherly love. Yet still buried deep down he has the desire and the hunger and heart to be a good fighter.

Along the way the film is also somewhat an emotional journey of a love story as Rocky finally finds some companionship and love when he meets a shy and ordinary and lonely pet store clerk named Adrianna(Talia Shire). Plus very memorable and comical is the supporting performance of Adrianna's brother the funny and very rugged looking and rude Paulie(good performance by Burt Young). The best of the supporting cast and maybe one of the best in film history is from legendary Burgess Meredith as Mick the tough and rough but very wise and humble old man. Who after some friction and doubt sees the determination and fire that the Italian Stallion has, so Mick decides to train Rock for a title match against the champ Apollo Creed(Carl Weathers).

For a film that's very cherished and memorable the performances are great, the acting, story and even the musical score is touching the sounds are some of the best in film history. The movie seen by many so many times is a true classic for it's tale of an underdog who went the distance an unknown who became known a hero to the working class. The film is truly an inspiration and it proves with work and determination and hunger the human spirit can achieve anything. It's not always whether you win or lose, but how you fight and it's important to go the distance. Overall a classic one of the best films in history for it's inspirational message proving that with the desire to fight your spirit will go the distance!",10,English,3
49,Rocky,http:/review/rw3348388/?ref_=tt_urv,2015-11-03,A classic! the best and the original movie of all time - Rocky !,"Rocky (1976) It is still today one of the best action, sport, drama and a cult classic low budget films ever made in history. It is an underdog story telling about a men and his struggle in his life. Sure, I know that without it, there'd be no sequels for a ranking, but compared to III, although this Best Picture of 1976 was great, it just dragged a bit for me. I'm no brainless action-goer, mind you. I love real human drama portrayed on screen. I've got to say though, at times, you feel like you're watching a documentary on a real man's life. It's that much realistic. This to me is a no brainier. You get introduced to an insecure Rocky who works for the mob as a collector, but has too big of a heart to go around hurting people in an awesome heartfelt movie. Adrian and Rock meet, You get introduced to the lovable A-hole Pauly. Introduced to Creed. Introduced to Mick. and BUTKUS! And Rock goes the distance with Creed! This movie has a Heart . As a kid Rocky III was my favorite best movie ,but this one is my second best movie. YO ADRIAN I DID IT!!! 

It is my first best favorite film in the series and I just love this film to death. It has a message and it is portraying a real human drama. Rocky is a movie that everyone can relate to. One of my favorite Stallone roles, there is nobody else who could play Rocky better than him, it's too bad that he didn't win Oscar because i honestly think that he deserved it. But at least movie won the best picture of the year award. Maybe Rocky didn't win the fight in the movie, but Stallone did win his ""fight"" in real life. Rocky, a poor guy that just barley manages to get by, just wants to fight. However, everyone including his trainer has given up on him. Rocky also wants to go on a date with Adrian, a very shy girl who works at the local pet store, Adrian, however, is too shy to even say anything to anyone. Meanwhile, Apollo Creed (the heavy-weight champion of boxing) learns that his boxing partner has been injured and can't fight. Apollo tries all the other potential boxing partners, but every one of them refuse. Apollo decides to give an unknown boxer a chance to fight him for the title, with the intentions of just giving him five minutes of fame then knocking him out. Apollo picks Rocky. This is the Rocky's only shot at the big time and chance he will never get it back.

Rocky Balboa is a struggling boxer trying to make the big time, working as a debt collector for a pittance. When heavyweight champion Apollo Creed visits Philadelphia, his managers want to set up an exhibition match between Creed and a struggling boxer, touting the fight as a chance for a ""nobody"" to become a ""somebody"". The match is supposed to be easily won by Creed, but someone forgot to tell Rocky, who sees this as his only shot at the big time. Sylvester Stallone, himself a virtual unknown, managed to sell his Rocky script (one of 35 that he'd written over the years) on the proviso that he be given the starring role. Since the film was to be made on a shoestring and marketed on a low-level basis, the risk factor to United Artists was small. For Stallone, this was a make-or-break opportunity — just like Rocky's million-to-one shot with Apollo Creed. Costing under a million dollars, Rocky managed to register with audiences everywhere, earning back 60 times its cost. The film won several Academy Awards, including Best Picture.

The original Rocky film is one of the greatest epic action sport drama film in the history! It contains action, humor, romance, and an uplifting message. The screenplay is great, and features some truly touching moments. There is also some great camera work, thanks to the new Steadicam. It's a shame Stallone's later career and all the Rocky sequels have lessened this film in the eyes of many. This film is truly a classic and deserves to be seen at least once by everyone.

Rocky is a 1976 American sports drama film directed by John G. Avildsen and both written by and starring Sylvester Stallone.

10/10 Grade: Bad Ass Seal Of Approval Studio: Chartoff-Winkler Productions, United Artists Starring: Sylvester Stallone, Talia Shire, Burt Young, Carl Weathers, Burgess Meredith Director: John G. Avildsen Producers: Irwin Winkler, Robert Chartoff Screenplay: Sylvester Stallone Rated: PG Running Time: 1 Hr. 59 Mins. Budget: $960.000 Box Office: $117.235.247",10,English,3
50,Rocky 2,http:/review/rw4219090/?ref_=tt_urv,2018-06-28,Awesome,The story continues a must watch. Keep the saga going,10,English,0
51,Rocky 2,http:/review/rw1358904/?ref_=tt_urv,2006-05-04,The Italian Stallion Baby!!,"this is one hell of a movie!! has gotta be one of the best boxing films ever to be made!!! sly stallone plays rocky, an underdog boxer with a one-in-a-million shot at the heavy weight championship of the world!! carl wethers plays rocky's adversary, apollo creed, whom is the heavy weight champ. the reason why i enjoyed this film so much is because of the story, which sly wrote himself. he suits the character rocky so damn well, that i think nobody else could do that role. the first film was amazing, but when the second came out, it white washed the first by millions!!!! the best thing about the rocky movies are the fact that you can always watch the fight scenes and get into the mood to actually box yourself. not only that, but you will also be chanting 'rocky, rocky' because you get so into it! all five of the films are totally amazing, and to thank god, sly has written the script for rocky 6, which is named rocky balboa! it should be coming out in 2007, so as soon as i hear word, i'm racing to the cinema!! i'll would advise anybody who likes a good story with action in it to by the rocky films!! trust me, you will not be disappointed!!!",10,English,1
52,Rocky 2,http:/review/rw1845203/?ref_=tt_urv,2008-03-23,Rocky Two The legend continues,Rocky two picks up almost at the same second the last one leaves off. Rocky has been hurt badly and retires from boxing and marries Adrian and settles down. He quickly spends his fight money buying things that they want a house a car and other expenses. Apollo Creed on the other hand is humiliated beyond belief his fight with Rocky is met with scorn from his fans and Apollo wants Rocky back in the ring for a rematch for the Title. Rocky soon is broke and trying to find a real job and Adrian gets pregnant. Apollo begins a harsh campaign to draw Rocky back into the ring and suddenly everything falls apart for Rocky. Rocky accepts to fight Apollo and Adrian gives birth prematurely and lapses into a coma. Rocky questions himself and wonders if fighting Apollo is what he really should be doing. Adrian recovers and tells him to win and Rocky trains and meets Apollo for one last chance at heavyweight Glory. Now the Story is not original but Stallone breathes fresh life into it and makes it seem fresh. This is the Story most Rocky fans remember fondly and this is the story most Rocky fans Wanted. A worthy sequel to Rocky well worth seeing as it never lets you down and it brings you up cheering at the end.,10,English,1
53,Rocky 2,http:/review/rw0170468/?ref_=tt_urv,2003-03-26,One of the greatest sequels of all time!,"Rocky II was a true continuation story of Rocky the underdog.This time the obstacles he has to overcome include his sight depletion,lack of

mainsteam work qualifications-partially due to illiteracy,Adrian's complications during child birth{coma} & his promise to ADRIAN he would retire from the ring.Rocky's personality overcomes all because he is

a champion in life.He has tremendous personal qualities of family values,religion,loyalty,fidelity,coachability,ability to get along with others,kindness to animals & sense of humor.One of my favorite all-time lines is when GAZZO asks if he would like to invest some of the winnings from his first fight into 'condominiums' & Rocky replies 'I never use them'.Classic!Beyond Rocky himself,Burgess Meredith gives what I consider the greatest performance as a fight manager/trainer in the history of movies.Mickey {Meredith} was crusty,tough, & 'old school' as they come.Meredith delivered such powerful acting as the taskmaster trainer that you could feel his inner strength.He was a man who overcame life's hard knocks to get his shot WITH ROCKY as champion of the world.It was MICKEY'S years of learning & retaining while getting slammed that allowed him to put his life & soul into ROCKY BALBOA.He tells ROCKY in the chapel while they were praying for ADRIAN that if ROCKY wanted give up his title shot & fail that he MICKEY would be willing to fail right along with him.He stayed there in the chapel praying & in the hospital with Rocky until Adrian awoke.Last TALIA Shire was beautiful in this film.Adrian's shyness was gone because of her new confidence from her love & marriage to ROCKY.All this seemed to reflect in Adrian's{SHIRES} moody eyes.Her eyes really shined in her romantic scenes with ROCKY;her eyes showed anger at the commercial people,& and her eyes showed deep disappointment when Rocky & Mickey agreed to the rematch with CREED.Weathers once again was simply outstanding as APOLLO CREED.This time he was fighting for his broken pride which could not accept that Balboa had taken him 15 rounds as some unknown club fighter.But CREED learned that ROCKY was much more than that.He was a champion waiting to happen.Godfather II got all the awards, but ROCKY II has all the heart.To this day Rocky Balboa is an international hero.Just like this sequel!

 --------------------------------------------------------------------------------",10,English,0
54,Rocky 2,http:/review/rw0170430/?ref_=tt_urv,2000-07-31,really great movie,The story is about a boxer named Rocky Balboa.Who fights the heavy weight champion of the world Apollo Creed.Both boxer fall at the same time.They are sent to hospital.Rocky gets brain damage from the fight.After he heals he retires from boxing.Apollo seeks revenge to beat Rocky Balboa in another boxing match.Well Rocky gets married.And he is rich so.His wife becomes pregnant with a baby boy.Rocky gets a job at a meat warehouse.His life is going well until the warehouse is closed.And he and his wife are forced to get jobs.He goes to his friend and old trainer Mickey.To work at his gym.Apollo is so desperate to destroy Balboa he tries everything.Until a news interview with Apollo Creed.He bad mouths Rocky.Mickey and Rocky Are ready to get there revenge on Apollo Creed.But during the training Rocky`s Son is born.And his wife goes into a coma from stress.rocky heart was broken.Mickey calms him down.A couple of weeks later his wife wakes up and tells him to be a boxer and beat Apollo Creed.In the end Rocky beats Apollo.The movie is a classic it`s great!A good drama movie for everybody.,10,English,3
55,Rocky 2,http:/review/rw1586368/?ref_=tt_urv,2007-01-29,the beginning evolution of an icon,"I actually enjoyed Rocky 2 more than Rocky.while not as iconic as Rocky,i thought this one seemed to flow a bit more smoothly than the first.don't get me wrong,Rocky is a great movie.this is just one of those instances where the sequel outdoes the original(i.e Empire Strikes Back,Superman 2)there is more excitement in this film,the fighting scenes are more intense and the story is a bit stronger.and of course Rocky's character is a bit more developed.the inspirational factor is still here of course.i thought Rocky's motivation is stronger in this one.there aren't too many obvious flaws in the original,and there are not many evident in this film,either.Stallone wrote the script again and pours his hear into both the writing and the character of Rocky.i gave the original Rocky 9/10 only because this one is slightly better(i may be in the minority here) and deserves 10/10",10,English,3
56,Rocky 2,http:/review/rw0952293/?ref_=tt_urv,2004-10-26,CLASSIC!!,"One of the best movies I have seen. Sylvester Stallone (Rocky) is provoked by Apollo Creed for a re-match as he wants to show the world that Rocky's heroics in the first movie were just a fluke. Rocky's wife doesn't want Rocky to continue fighting and slips into coma while delivering birth to their child. When she comes out of coma, things change and a new chapter in boxing is written. Sylvester Stallone as Rocky Balboa is amazing, be his interview comments before the re-match or the frustration that builds up in him when his wife is unhappy with the prospect of his entering the ring again. The fight is exciting, adrenalin pumping and highly action packed. The supporting cast is excellent, Rocky's wife, his brother-in-law and Mickey, Rocky's coach. The dialogues are classic, the story is engrossing and direction is good.

This is a must watch for all those who want to watch an action movie with a difference. It is a never forgetting experience.",10,English,1
57,Rocky 2,http:/review/rw4209210/?ref_=tt_urv,2018-06-20,Great sequel,This is a sequel that does everything a sequel should do. Develop the characters more feels grander and scale but still feels like the first movie. This is a great sequel and you should watch it.,10,English,3
58,Rocky 2,http:/review/rw0170479/?ref_=tt_urv,2003-11-08,The Best of the lot,"Definitely one of the classics, Rocky 2 is one of the most inspirational films I have ever seen. Sylvester Stallone is at his best in the Rocky series, no one could have acted out the character of Rocky Balboa any better.

 If Rocky Balboa `shocked the world' in the first film, surely he couldn't do it again??? Not surprisingly, the way this film builds up to the big rematch between Balboa and Apollo Creed is incredible. The odds were stacked against Balboa in the last match against Creed, and this time those odds have doubled. Against doctor's advice (amongst other things), Balboa decides he needs one last shot at the one thing that has eluded him all his life - success.

Carl Weathers does a fantastic job of making Apollo Creed look like he is unbeatable, and Burgess Meredith is incredibly convincing in his role as Rocky's trainer. Needless to say, the acting as a whole in this film is incredible.

The thing that really does it for me in these films (especially the first two) is the story of the underdog. A man who has nothing, suddenly has the chance to gain everything. It is truly a story about a million to one shot.

The training scenes are brilliant, and like the other films in this series the music is fantastic.

I feel that the inspiration comes from the strong message sent out in this film - no matter what the odds are, as long as you have heart and desire you can win.

So I would advise anyone to watch this film, as there is something there for everyone.

Go for it Rock!",10,English,1
59,Rocky 2,http:/review/rw3059983/?ref_=tt_urv,2014-07-31,Nostalgia knocks me (tv),"You can see right once that this movie is from the past century as the focus is about hard working, simple people trying to get an happy life and sticking for that to a body of values! For me, this philosophy is indeed the true heart of Rocky and it's really not important if Rocky wins or not. For that, Sly is perfect as he seems to act naturally : big but loving mouth, small but well-educated brain. Talia Shire is his perfect wife as she is this sweet shy mouse who becomes a mother and finally a support in his boxing career. Maybe i turn into a old grouch, but those late 70s movies were also cooler than 2K10 : no CGI, no mobiles and colored fashion as well. Next, whereas actual movies always happen in NYC or LA, this one was shot live in Philadelphia. In conclusion, it's an interesting sequel and at least, a movie that can't be done anymore.",10,English,1
60,Rocky 2,http:/review/rw0170461/?ref_=tt_urv,2002-11-27,rated way too low here,"This movie is not significantly inferior to the original, and both belong in the top 250.  It is the quintessential American film, the story of the underdog. Rocky II is merely the realization of Rocky's dream in the original.  They are really two parts of the same movie.  I would rate this film slightly below its predecessor, but not even a full rating point. Granted, Rocky III and V were bad, but Rocky II was great.  (Rocky IV was pretty good, too--probably a 7.5 to 8).",10,English,1
61,Rocky 2,http:/review/rw1083451/?ref_=tt_urv,2005-05-19,My favourite Rocky film,"God I love this film. The best rocky in my opinion and such a great sequel. It starts exactly where the first one ends. Grabs the audience, as a sequel should, by showing again the fight from Rocky I and then developing the characters further. Whether Apollo frustrated by only just winning, Rocky and Adrian as they marry and have a child or Mickey spending that time with Rocky in the chapel. The tenderness between R and A is just wonderful. Unlike some directors they just keep the romance simple and I just love the innocence of their relationship. Him a lowly boxer, she a dour shop girl but they love each other and that's all the need. The training sequences are brilliant, making you wanting to punch the air when they've finished. The fight is great, unrealistic maybe but exciting nonetheless. My favourite scene though is right at the end. Everyone slates it but it always brings a genuine tear to my eye. He's beaten Apollo and achieved his dreams but the only thing important to him is showing this to his wife. The emotion of his 'Yo Adrian, I did it' is just wonderful, like a young boy wanting to show off to his mother. Rocky has been through hell but all he wants is his wife to be proud of him. Mesmerising and touching.",10,English,1
62,Rocky 2,http:/review/rw0170427/?ref_=tt_urv,2000-06-23,My favorite movie,"In my humble opinion, this is the greatest action movie ever filmed.  From the scene where Adrian says, ""I want you to win"" until the final seconds of the film, goosebumps are unavoidable.

People sometimes mock the Rock, saying they don't care for the series, but stick this video in & watch them become glued to the screen.

YO ADRIAN!  I DID IT!",10,English,1
63,Rocky 2,http:/review/rw1090938/?ref_=tt_urv,2005-05-29,the best,"rocky 2 is one of the best boxing films of ever.

its hard hitting, slip and hock jabbing glued me to my seat! sly's acting is as good as the rest, Carl weathers anger pays off, if u like boxing, this is the film to watch, its also a drama epic. one of sly's greatest and Talia shires acting is shy and effective. it follows up form rocky, who will win the fight? watch and find out!i loved it, a lot of my friends loved it. you have to watch it, rent it buy it steal it if u must just watch the damn film!its blood effects and punching styles are so believable it looks real and realistic!the dilemma sly has, his wife disliking the fact that rocky wants to fight but she is afraid he will get brain damage!",10,English,3
64,Rocky 2,http:/review/rw4088603/?ref_=tt_urv,2018-03-12,Who is Nurse Flynn?!,"Who is the actress that gets Rocky's autograph for her son? Nurse Flynn...she requests an autograph for my good friend Charlie Flynn...She is uncredited. I recognize her and it is NOT Fran Ryan, she plays Adrian's nurse. This is driving me crazy! Please help!",10,English,3
65,Rocky 2,http:/review/rw3350070/?ref_=tt_urv,2015-11-06,"A good sequel , and an OK movie to the original best film!","Rocky II (1979) the sequel to the success of the first Rocky (1976) film, is my at least favorite movie. It is a wonderful movie continuing the story a total worth of time. It is an OK movie for me. 

Here are the reason why is my at least favorite Rocky film: He earns a little money spends all what he earned, he stinks at the commercials, he can't read, he can't get a job, he is not allowed to fight anymore because Adrian is so selfish and doesn't let him. She is not trying to protect him, she is so selfish and she doesn't want him to fight. She is putting him down. Apollo Creed keeps insulting Rocky, Rocky starts working in the gym and he keeps getting humiliated him self twice. Once in the commercials and second in the gym. The first hour is getting boring and slowly goes , the second hour is paced when he starts training the rest sucks. He doesn't train hard over guilt of Adrian than she falls into coma and he doesn't train anymore. I am wondering how he even lasted 15.rounds and won the title if he stopped training. Everything that Apollo cared in this movie was to get a revenge. This movie is not inspiring it is a good sequel but it is just not inspiring. Rocky becomes a janitor in Mick's gym, Apollo keeps insulting Rocky with words like APOLLO CREED vs. THE Italian CHICKEN,"" with a cartoon picture of Creed grabbing and choking a Rocky-headed chicken. People from the gym was laughing at Rocky and he just ignored them. Adrian put down Rocky, even Mick put him down. Rocky asked him to train him again and Mick reject and put him down. ""Creed would have caved in the whole side of your face. Now, forget it, kid. You got the heart, but you ain't got the tools no more."" Tool's no more? Rocky has a heart so stop putting him down. Apollo and his guy were keep insulting him with a bum.

Mick keeps insulting him, finally against Adrian's will Rocky accept the fight, but he starts training over Adrian's quilt and than he quit training. Adrian fall's in come and he stop training that is stupid! He wanted to gave up Everything for Adrian! Trough whole film there are no boxing matches or any boxing fights, only the rematch between Rocky and Apollo that's it. In all Rocky's there are more boxing matches than one, in this we see only one fight. On the commercials the director keeps insulting Rocky because he can not read. He get's fired from his job as a meat packer. I am sorry people but Rocky II is my at least favorite sport drama film. Too much drama in it, slow pacing and field with boredom.

Things I do like in the film: I love the training and fight sequences. I love the music score by Bill Conti - ""Overture"", the music that Bill Conti wrote was perfect and they fit to the film. I love the opening scene when, the story picks up where the first movie left off. Rocky goes to a hospital after his fight with Apollo and Apollo demands a rematch. I love the hospital scene, I really love how Rocky is praising Apollo and him, saying they both did great. The last fight between Rocky and Apollo was filed with heart. Stallone did not insult Carl Weathers character but he made both of the characters an equal opponents and Apollo lost for one second the title. The fight for the world champion ship was awesome. I love how Rocky was struggling and was trying to find a job, I love that. I love one man's real life human's drama portraying on screen. I love how Mick was training him. I love his methods of training. I love that film is set in the 70's and I love Apollo training sequences. I also love how Tony Duke motivated Apollo in the ring. I also love that no one dies in this movie and Rocky wins the title the champion of the whole world on the end of the movie.

The are a lot of moments I love in this film and a lot of moments I despise and I don't like in this movie.

In the aftermath of his bout with Apollo Creed (Carl Weathers), Rocky (Sylvester Stallone) attempts to lead a peaceful life with his new bride, Adrian (Talia Shire). The fame and fortune from the match soon runs scarce and to make ends meet, Rocky agrees to a re-match with Apollo.

That is the main plot. I think Sylvester Stallone did a wonderful job writing and directing this job. The rating I give to this film is 7/10 because the film was a wonderful follow that told the whole story to end.

Rocky II is a 1979 American film written, directed by, and starring Sylvester Stallone. It is the sequel to the 1976 film Rocky, and was the last installment in the film series that was distributed solely by United Artists.

7/10 Grade: B- Studio: United Artists, Metro-Goldwyn-Mayer (MGM) Starring: Sylvester Stallone, Talia Shire, Burt Young, Carl Weathers, Burgess Meredith, Tony Burton Director: Sylvester Stallone Producers: Robert Chartoff, Irwin Winkler Screenplay: Sylvester Stallone Rated: PG Running Time: 1 Hr. 59 Mins. Budget: $7.000.000 Box Office: $200,182,160",10,English,1
66,Rocky 2,http:/review/rw1083405/?ref_=tt_urv,2005-05-19,"rocky 2 ,best of all the parts","I watched all the parts of rocky and undoutbly this movie is the best.Its really hard to make the 2nd series more good comparing to 1st series.Especially the force and pressure of high level expectations for making the second version.But ""Sylvester Stallone"" has proved to be successor in making it.He has even taken job of director,this can show that he doesn't want to take risk in giving direction to anybody beyond himself to make.He is so involved to make the second series of rocky and he deserved the success.

The highlight of the movie is music director ""Bill Conty"".Even till date the music has soul IN EVERY SINGLE FRAME.Sylvester Stallone has done awesome both in acting and directing the film.He had showed all the stuff in this movie.I am sure that he will be more happy with this movie compared to other four series.Second part of ROCKY has extraordinary music scored by Bill Conti.Sylvester Stallone has done great acting in this movie.All over the best movie of alltime.Sylvester Stallone has proved to be great actor with this movie.",10,English,1
